nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion
815,2683,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,210.0,Algo limpio,Muy seguro,Algo satisfecho
816,2805,martes,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,360.0,Algo limpio,Algo seguro,Muy satisfecho
817,2554,sábado,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,93.0,Limpio,Algo seguro,Muy satisfecho
818,472,domingo,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,91.0,Algo limpio,Muy seguro,Algo satisfecho
819,2535,martes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,160.0,Algo limpio,Algo seguro,Algo satisfecho
821,613,jueves,ALASKA,WASHINGTON DC-DULLES,este de EE. UU.,Medium,Gates 50-59,2018-12-31,140.0,Promedio,Neutral,Algo satisfecho
822,2694,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Limpio,Algo seguro,Muy satisfecho
823,808,Domingo,ALASKA,BALTIMORE,Este de EE. UU.,Medium,Gates 50-59,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho
825,574,jueves,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,75.0,Limpio,Muy seguro,Muy satisfecho
827,2984,miércoles,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,225.0,Limpio,Muy seguro,Algo satisfecho
828,425,Domingo,UNITED,HONOLULU,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,177.0,Algo limpio,Algo seguro,Algo satisfecho
829,3160,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,19.999999999999897,Limpio,Muy seguro,Neutral
830,2514,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,84.0,Algo limpio,Muy seguro,Neutral
831,802,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,430.0,Algo limpio,Muy seguro,Algo satisfecho
832,695,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Limpio,Muy seguro,Algo satisfecho
834,841,domingo,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,95.0000000000001,Promedio,Neutral,Neutral
835,2346,miércoles,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,255.0,Algo limpio,Algo seguro,Muy satisfecho
836,1667,sábado,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,195.0,Limpio,Muy seguro,Algo satisfecho
837,552,jueves,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho
838,2877,viernes,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
839,1276,jueves,SUR DE CHINA,WUHAN,Asia,Medium,Gates 1-12,2018-12-31,225.0,Algo sucio,Algo seguro,Algo satisfecho
840,556,jueves,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,90.0,Algo limpio,Neutral,Algo satisfecho
841,2184,miércoles,QANTAS,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 1-12,2018-12-31,195.0,Limpio,Algo seguro,Algo satisfecho
842,2991,viernes,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,122.0,Limpio,Muy seguro,Muy satisfecho
843,501,domingo,UNITED,KAHULUI,oeste de EE. UU.,Small,Gates 60-69,2018-12-31,160.0,Algo limpio,Algo seguro,Algo satisfecho
844,3206,martes,UNITED,EUGENE,oeste de EE. UU.,   Small,Gates 70-90,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
846,2586,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho
847,1988,viernes,AIR FRANCE / KLM,AMSTERDAM,Europa,Hub,Gates 1-12,2018-12-31,205.0,Algo limpio,Muy seguro,Algo satisfecho
848,834,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Limpio,Muy seguro,Algo satisfecho
849,1921,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho
850,870,martes,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,115.0,Algo limpio,Algo seguro,Algo satisfecho
851,1931,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,135.0,Algo limpio,Muy seguro,Algo satisfecho
852,3238,jueves,ALASKA,PORTLAND,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,190.0,Limpio,Muy seguro,Muy satisfecho
853,1862,Domingo,ALASKA,KAHULUI,Oeste de EE. UU.,Small,Gates 50-59,2018-12-31,75.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
854,1601,miércoles,SINGAPORE AIRLINES,SINGAPUR,Asia,Hub,Gates 91-102,2018-12-31,210.0,Algo limpio,Muy seguro,Neutral
855,521,jueves,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,165.0,Algo limpio,Muy seguro,Algo satisfecho
856,2542,sábado,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,104.0,Promedio,Muy seguro,Neutral
857,2294,martes,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,59.99999999999989,Limpio,Muy seguro,Algo satisfecho
858,818,Domingo,ALASKA,BALTIMORE,Este de EE. UU.,Medium,Gates 50-59,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho
860,2393,miércoles,UNITED INTL,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 91-102,2018-12-31,335.0,Limpio,Algo seguro,Algo satisfecho
862,1573,miércoles,DELTA,DETROIT,Medio Oeste de EE. UU.,Grande,Gates 40-48,2018-12-31,125.0,Algo limpio,Algo seguro,Algo satisfecho
863,2633,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
864,496,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,148.0,Limpio,Muy seguro,Muy satisfecho
865,2043,miércoles,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,90.0,Limpio,Neutral,Algo satisfecho
867,1687,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho
868,2528,martes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,95.0,Algo limpio,Muy seguro,Muy satisfecho
869,1879,martes,UNITED,BOSTON,este de EE. UU.,Grande,Gates 70-90,2018-12-31,95.0,Algo limpio,Muy seguro,Muy satisfecho
870,2418,martes,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,135.0,Algo limpio,Algo seguro,Algo satisfecho
871,10,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,155.0,Promedio,Algo seguro,Muy satisfecho
872,371,viernes,LUFTHANSA,FRANKFURT,Europa,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Algo seguro,Algo satisfecho
873,688,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,155.0,Algo limpio,Neutral,Algo satisfecho
874,1930,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,200.0,Algo limpio,Algo seguro,Algo satisfecho
875,1010,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,185.0,Algo limpio,Algo seguro,Algo satisfecho
876,3221,jueves,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,75.0,Limpio,Muy seguro,Algo satisfecho
877,2590,sábado,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho
878,1690,sábado,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,695.0,Limpio,Muy seguro,Neutral
879,519,jueves,EMIRATES,DUBAI,oriente medio,Hub,Gates 1-12,2018-12-31,285.0,Algo limpio,Muy seguro,Algo satisfecho
881,3001,miércoles,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,268.0,Limpio,Muy seguro,Muy satisfecho
882,1581,miércoles,DELTA,DETROIT,Medio Oeste de EE. UU.,Grande,Gates 40-48,2018-12-31,115.0,Algo limpio,Algo seguro,Neutral
884,1465,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,299.0,Limpio,Neutral,Muy satisfecho
885,759,jueves,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,1210.0,Limpio,Muy seguro,Muy satisfecho
886,1994,martes,UNITED,BALTIMORE,Este de EE. UU.,Medium,Gates 60-69,2018-12-31,215.0,Algo limpio,Muy seguro,Algo satisfecho
887,3172,jueves,AMERICAN,DALLAS-FT. WORTH,Medio Oeste de EE. UU.,Hub,Gates 50-59,2018-12-31,105.0,Promedio,Algo seguro,Neutral
888,2767,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,165.0,Algo limpio,Muy seguro,Algo satisfecho
890,592,jueves,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,117.0,Algo limpio,Muy seguro,Algo satisfecho
891,2298,miércoles,QANTAS,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 1-12,2018-12-31,165.0,Algo limpio,Neutral,Neutral
892,1933,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,245.0,Limpio,Muy seguro,Algo satisfecho
893,1929,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,185.0,Promedio,Algo seguro,Neutral
894,1794,domingo,ALASKA,RALEIGH-DURHAM,ESTE DE EE. UU.,Medium,Gates 50-59,2018-12-31,145.0,Algo limpio,Muy seguro,Algo satisfecho
895,3256,martes,UNITED,SAN DIEGO,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
897,2611,sábado,AEROMEXICO,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 1-12,2018-12-31,120.0,Algo limpio,Algo seguro,Algo satisfecho
898,2416,miércoles,AIR NEW ZEALAND,AUCKLAND,Australia / Nueva Zelanda,Medium,Gates 91-102,2018-12-31,190.0,Algo limpio,Neutral,Algo satisfecho
899,3122,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,14.9999999999999,Limpio,Algo seguro,Muy satisfecho
900,2693,martes,SUDOESTE,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,79.9999999999999,Promedio,Muy seguro,Algo satisfecho
901,2121,lunes,UNITED INTL,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 91-102,2018-12-31,100.0,Algo limpio,Algo seguro,Muy satisfecho
902,3086,Domingo,COPA,CIUDAD DE PANAMÁ,Centroamérica / Sudamérica,Medium,Gates 1-12,2018-12-31,128.0,Algo limpio,Muy seguro,Algo satisfecho
904,1368,martes,UNITED INTL,PARIS-DE GAULLE,eur,Hub,Gates 91-102,2018-12-31,125.0,Limpio,Neutral,Algo satisfecho
905,1838,lunes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,195.0,Algo limpio,Muy seguro,Algo satisfecho
906,2329,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Algo limpio,Algo seguro,Neutral
907,2605,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,130.0,Promedio,Algo seguro,Algo satisfecho
908,1829,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,205.0,Algo limpio,Algo seguro,Algo satisfecho
910,1138,martes,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,160.0,Limpio,Algo seguro,Muy satisfecho
911,2987,miércoles,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Algo limpio,Algo seguro,Neutral
912,2602,sábado,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,180.0,Promedio,Neutral,Algo insatisfecho
913,1784,sábado,UNITED,RALEIGH-DURHAM,Este de EE. UU.,Medium,Gates 70-90,2018-12-31,160.0,Algo limpio,Algo seguro,Muy satisfecho
914,2103,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,124.0,Algo limpio,Muy seguro,Muy satisfecho
915,2872,miércoles,UNITED,WASHINGTON DC-DULLES,Este de EE. UU.,Medium,Gates 70-90,2018-12-31,77.0,Algo limpio,Muy seguro,Algo satisfecho
916,2013,miércoles,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Algo limpio,Muy seguro,Neutral
917,2841,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,150.0,Algo limpio,Muy seguro,Algo satisfecho
918,1883,martes,UNITED,BOSTON,Este de EE. UU.,Grande,Gates 70-90,2018-12-31,115.0,Limpio,Muy seguro,Algo satisfecho
919,1013,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,185.0,Algo limpio,Algo seguro,Algo satisfecho
920,500,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,118.0,Limpio,Algo seguro,Algo satisfecho
923,2790,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,205.0,Algo limpio,Muy seguro,Neutral
924,2106,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,289.0,Algo limpio,Muy seguro,Algo satisfecho
926,3275,martes,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,85.0000000000002,Promedio,Neutral,Algo satisfecho
927,727,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Algo limpio,Neutral,Algo satisfecho
928,3237,miércoles,AMERICAN,PHOENIX,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,110.0,Algo limpio,Neutral,Algo satisfecho
929,837,martes,AMERICAN,DALLAS-FT. VALOR,Medio Oeste de EE. UU.,Hub,Gates 50-59,2018-12-31,90.00000000000021,Limpio,Muy seguro,Muy satisfecho
930,2756,jueves,DELTA,ATLANTA,este de EE. UU.,Hub,Gates 40-48,2018-12-31,180.0,Algo limpio,Algo seguro,Algo satisfecho
931,408,sábado,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,475.0,Limpio,Muy seguro,Muy satisfecho
932,2060,jueves,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,177.0,Limpio,Muy seguro,Algo satisfecho
933,413,sábado,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,115.0,Algo limpio,Muy inseguro,Muy satisfecho
934,1944,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,115.0,Algo limpio,Algo seguro,Algo satisfecho
935,2979,miércoles,AMERICAN,CHARLOTTE,este de EE. UU.,Hub,Gates 50-59,2018-12-31,75.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
936,2539,martes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,75.0,Algo limpio,Algo seguro,Algo satisfecho
937,3011,martes,ALASKA,WASHINGTON DC-DULLES,este de EE. UU.,Medium,Gates 50-59,2018-12-31,125.0,Algo limpio,Muy seguro,Algo satisfecho
939,1738,Lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,220.0,Promedio,Neutral,Neutral
940,2726,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,270.0,Limpio,Muy seguro,Algo satisfecho
941,1375,martes,UNITED INTL,PARIS-DE GAULLE,Europa,Hub,Gates 91-102,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho
942,1610,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho
944,2955,miércoles,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,95.0000000000001,Algo limpio,Muy seguro,Algo satisfecho
945,1803,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,220.0,Algo limpio,Algo seguro,Algo satisfecho
946,1231,jueves,ANA ALL NIPPON,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,200.0,Promedio,Algo seguro,Algo satisfecho
947,2256,sábado,UNITED,BAKERSFIELD,West US,   Small,Gates 70-90,2018-12-31,193.0,Limpio,Muy seguro,Algo satisfecho
948,2310,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,100.0,Limpio,Algo seguro,Muy satisfecho
949,2701,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho
950,429,Domingo,UNITED,HONOLULU,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,160.0,Promedio,Algo seguro,Neutral
951,734,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Muy seguro,Algo satisfecho
952,1173,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho
953,324,miércoles,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,59.99999999999989,Algo limpio,Muy seguro,Neutral
954,2381,miércoles,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,195.0,Limpio,Muy seguro,Muy satisfecho
955,1527,miércoles,ALASKA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,110.0,Promedio,Algo seguro,Algo satisfecho
956,273,jueves,UNITED,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,130.0,Limpio,Muy seguro,Algo satisfecho
957,1239,jueves,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Muy seguro,Algo satisfecho
958,825,domingo,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,125.0,Algo limpio,Algo seguro,Algo satisfecho
959,807,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,100.0,Algo limpio,Algo seguro,Algo satisfecho
960,1361,martes,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
961,2681,martes,SUDOESTE,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,110.0,Algo limpio,Algo seguro,Algo satisfecho
962,1584,miércoles,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho
963,712,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho
964,234,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,100.0,Algo limpio,Muy seguro,Algo satisfecho
965,3150,martes,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,90.0,Limpio,Algo seguro,Muy satisfecho
966,2777,jueves,DELTA,ATLANTA,EAST US,Hub,Gates 40-48,2018-12-31,110.0,Limpio,Muy seguro,Muy satisfecho
967,2451,viernes,ALASKA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 1-12,2018-12-31,600.0,Algo limpio,Muy seguro,Algo satisfecho
968,1756,lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho
970,2150,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,183.0,Algo limpio,Algo seguro,Algo satisfecho
971,1197,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,105.0,Promedio,Muy seguro,Algo satisfecho
972,2347,martes,DELTA,MINNEAPOLIS-ST. PAUL,Medio Oeste de EE. UU.,Hub,Gates 40-48,2018-12-31,125.0,Promedio,Muy seguro,Algo satisfecho
973,440,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,213.0,Algo limpio,Muy seguro,Muy satisfecho
974,1439,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,419.0,Algo limpio,Algo seguro,Algo satisfecho
975,730,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,215.0,Limpio,Neutral,Muy satisfecho
976,2747,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,150.0,Algo limpio,Muy seguro,Neutral
977,1304,jueves,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,126.0,Algo limpio,Muy seguro,Neutral
978,2249,sábado,UNITED,BAKERSFIELD,West US,   Small,Gates 70-90,2018-12-31,148.0,Limpio,Algo seguro,Algo satisfecho
979,700,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,215.0,Algo limpio,Muy seguro,Neutral
980,2161,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,153.0,Promedio,Algo seguro,Neutral
981,3073,domingo,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,335.0,Algo limpio,Neutral,Algo satisfecho
982,3224,jueves,ALASKA,PORTLAND,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,130.0,Limpio,Muy seguro,Muy satisfecho
984,2749,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,180.0,Algo limpio,Muy seguro,Neutral
985,2063,jueves,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,117.0,Algo limpio,Algo seguro,Algo satisfecho
986,2618,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Limpio,Muy seguro,Muy satisfecho
987,1859,Domingo,ALASKA,KAHULUI,Oeste de EE. UU.,Small,Gates 50-59,2018-12-31,175.0,Limpio,Muy seguro,Algo satisfecho
988,2465,viernes,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,101.0,Limpio,Muy seguro,Algo satisfecho
989,3267,martes,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,271.0,Limpio,Neutral,Algo satisfecho
990,2972,miércoles,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Algo limpio,Neutral,Muy satisfecho
991,1899,lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,145.0,Algo limpio,Algo seguro,Algo satisfecho
992,2039,viernes,BRITISH AIRWAYS,LONDON HEATHROW,eur,Hub,Gates 1-12,2018-12-31,900.0,Promedio,Algo seguro,Neutral
993,1153,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,79.9999999999999,Limpio,Muy seguro,Algo satisfecho
994,1134,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,120.0,Algo limpio,Muy seguro,Neutral
995,198,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,100.0,Algo limpio,Algo seguro,Algo satisfecho
996,1296,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,170.0,Algo limpio,Neutral,Algo satisfecho
997,2680,viernes,UNITED,ORLANDO,Este de EE. UU.,Hub,Gates 70-90,2018-12-31,142.0,Algo limpio,Algo seguro,Algo satisfecho
998,2650,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,122.0,Algo limpio,Muy seguro,Algo satisfecho
999,1534,miércoles,ALASKA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,95.0,Promedio,Muy seguro,Algo satisfecho
1000,1575,miércoles,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Algo seguro,Neutral
1001,2424,martes,UNITED,HONOLULU,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,165.0,Algo limpio,Algo seguro,Algo satisfecho
1002,1071,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,355.0,Promedio,Muy seguro,Neutral
1003,2798,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,110.0,Algo limpio,Muy seguro,Algo satisfecho
1004,2193,miércoles,AER LINGUS,DUBLIN,eur,Large,Gates 91-102,2018-12-31,190.0,Limpio,Muy seguro,Muy satisfecho
1005,328,jueves,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,400.0,Algo limpio,Muy seguro,Algo satisfecho
1006,2967,martes,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,165.0,Algo limpio,Muy seguro,Algo satisfecho
1007,1521,miércoles,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,195.0,Limpio,Muy seguro,Muy satisfecho
1009,2813,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,130.0,Limpio,Muy seguro,Algo satisfecho
1010,3130,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,105.0,Promedio,Muy seguro,Muy satisfecho
1011,1764,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,130.0,Algo limpio,Muy seguro,Neutral
1012,227,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,110.0,Promedio,Algo seguro,Algo satisfecho
1013,1825,lunes,UNITED INTL,LONDON HEATHROW,eur,Hub,Gates 91-102,2018-12-31,140.0,Limpio,Muy seguro,Muy satisfecho
1014,1483,miércoles,AVIANCA,SAN SALVADOR,Centro / Sudamérica,Small,Gates 1-12,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho
